venue,symbol_raw,base_token,quote_asset,last_price,price_change_24h_pct,volume_24h_base,volume_24h_quote,turnover_24h_usd,open_interest,fetch_status,snapshot_time,data_freshness,source_error
binance,B3USDT,B3,USDT,0.0003291,7.059,2966600091,946702.9924343,946702.9924343,,success,2026-04-17T03:11:28+00:00,fresh,
binance,BABYUSDT,BABY,USDT,0.0161300,10.027,435928289,6877967.5886800,6877967.5886800,,success,2026-04-17T03:11:28+00:00,fresh,
binance,BANUSDT,BAN,USDT,0.0731800,-5.902,32099500,2392999.8101800,2392999.8101800,,success,2026-04-17T03:11:31+00:00,fresh,
binance,BANANAUSDT,BANANA,USDT,3.9090000,5.449,882369.4,3381515.3214000,3381515.3214000,,success,2026-04-17T03:11:20+00:00,fresh,
binance,BANANAS31USDT,BANANAS31,USDT,0.0107990,8.773,726912812,7491681.6248570,7491681.6248570,,success,2026-04-17T03:11:28+00:00,fresh,
binance,BANDUSDT,BAND,USDT,0.2284,6.779,7207940.1,1584603.5425,1584603.5425,,success,2026-04-17T03:11:31+00:00,fresh,
binance,BANKUSDT,BANK,USDT,0.0384400,1.612,104439601,4032054.4481900,4032054.4481900,,success,2026-04-17T03:11:29+00:00,fresh,
binance,BARDUSDT,BARD,USDT,0.3330000,6.799,73629632,23682063.9636000,23682063.9636000,,success,2026-04-17T03:11:29+00:00,fresh,
binance,BASUSDT,BAS,USDT,0.0072200,1.234,754228039,5386712.7528220,5386712.7528220,,success,2026-04-17T03:11:28+00:00,fresh,
binance,BASEDUSDT,BASED,USDT,0.1823100,100.981,6878183582,1302850349.3528600,1302850349.3528600,,success,2026-04-17T03:11:29+00:00,fresh,
binance,BATUSDT,BAT,USDT,0.1029,4.680,23688648.5,2390332.5252,2390332.5252,,success,2026-04-17T03:11:25+00:00,fresh,
binance,BBUSDT,BB,USDT,0.0291600,1.110,393207577,11875500.2126200,11875500.2126200,,success,2026-04-17T03:11:21+00:00,fresh,
binance,BCHUSDC,BCH,USDC,450.35,1.779,21107.981,9394740.98,9394740.98,,success,2026-04-17T03:11:19+00:00,fresh,
binance,BCHUSDT,BCH,USDT,450.42,1.811,194620.030,86815528.16,86815528.16,,success,2026-04-17T03:11:28+00:00,fresh,
binance,BEAMXUSDT,BEAMX,USDT,0.0020320,2.730,893395907,1788878.4392320,1788878.4392320,,success,2026-04-17T03:11:26+00:00,fresh,
binance,BEATUSDT,BEAT,USDT,0.4772000,20.963,95049256,42537060.8811000,42537060.8811000,,success,2026-04-17T03:11:27+00:00,fresh,
binance,BELUSDT,BEL,USDT,0.11750,4.352,36449109,4154918.30720,4154918.30720,,success,2026-04-17T03:11:28+00:00,fresh,
binance,BERAUSDT,BERA,USDT,0.446300,9.200,35539504.1,15012688.554330,15012688.554330,,success,2026-04-17T03:11:29+00:00,fresh,
binance,BICOUSDT,BICO,USDT,0.0239200,9.876,59060855,1358385.8282900,1358385.8282900,,success,2026-04-17T03:11:26+00:00,fresh,
binance,BIGTIMEUSDT,BIGTIME,USDT,0.0139900,5.825,284599975,3904434.4285900,3904434.4285900,,success,2026-04-17T03:11:25+00:00,fresh,
binance,BIOUSDC,BIO,USDC,0.0350800,-15.612,1093981301,42963955.1084200,42963955.1084200,,success,2026-04-17T03:11:27+00:00,fresh,
binance,BIOUSDT,BIO,USDT,0.0351000,-15.645,13989736928,552370083.4132800,552370083.4132800,,success,2026-04-17T03:11:27+00:00,fresh,
binance,BIRBUSDT,BIRB,USDT,0.1499200,6.228,37527695,5514575.1703400,5514575.1703400,,success,2026-04-17T03:11:24+00:00,fresh,
binance,BLESSUSDT,BLESS,USDT,0.0097990,-2.623,11115851623,122421685.0048340,122421685.0048340,,success,2026-04-17T03:11:29+00:00,fresh,
binance,BLUAIUSDT,BLUAI,USDT,0.0085680,-3.033,210326699,1802543.8487790,1802543.8487790,,success,2026-04-17T03:11:26+00:00,fresh,
binance,BLURUSDT,BLUR,USDT,0.0252400,-7.816,1844885609,47053049.2882800,47053049.2882800,,success,2026-04-17T03:11:28+00:00,fresh,
binance,BMTUSDT,BMT,USDT,0.0159600,6.471,87306882,1351187.4913900,1351187.4913900,,success,2026-04-17T03:11:26+00:00,fresh,
binance,BNBUSDC,BNB,USDC,631.480,1.004,77691.08,48698388.858,48698388.858,,success,2026-04-17T03:11:28+00:00,fresh,
binance,BNBUSDT,BNB,USDT,631.300,1.037,613696.32,384831229.784,384831229.784,,success,2026-04-17T03:11:28+00:00,fresh,
binance,BNTUSDT,BNT,USDT,0.3111000,0.517,2427293,750808.4838000,750808.4838000,,success,2026-04-17T03:11:26+00:00,fresh,
binance,BOBUSDT,BOB,USDT,0.0082510,1.476,387421114,3272540.2574080,3272540.2574080,,success,2026-04-17T03:11:30+00:00,fresh,
binance,BOMEUSDC,BOME,USDC,0.0005441,11.268,18089393429,9673081.6332569,9673081.6332569,,success,2026-04-17T03:11:30+00:00,fresh,
binance,BOMEUSDT,BOME,USDT,0.0005439,11.159,110096225956,59008231.8534810,59008231.8534810,,success,2026-04-17T03:11:28+00:00,fresh,
binance,BRUSDT,BR,USDT,0.1379600,-39.401,224721900,37967223.9907200,37967223.9907200,,success,2026-04-17T03:11:27+00:00,fresh,
binance,BRETTUSDT,BRETT,USDT,0.0078730,3.783,533246139,4173355.8382620,4173355.8382620,,success,2026-04-17T03:11:27+00:00,fresh,
binance,BREVUSDT,BREV,USDT,0.1309000,4.888,43395103,5664288.7642000,5664288.7642000,,success,2026-04-17T03:11:12+00:00,fresh,
binance,BROCCOLI714USDT,BROCCOLI714,USDT,0.0173100,7.582,539152785,9099346.5981100,9099346.5981100,,success,2026-04-17T03:11:19+00:00,fresh,
binance,BROCCOLIF3BUSDT,BROCCOLIF3B,USDT,0.0053950,3.970,361341114,1913587.0902320,1913587.0902320,,success,2026-04-17T03:11:25+00:00,fresh,
binance,BSBUSDT,BSB,USDT,0.2623300,9.574,27306512,6672797.6934600,6672797.6934600,,success,2026-04-17T03:11:28+00:00,fresh,
binance,BSVUSDT,BSV,USDT,15.93000,2.246,88686.2,1400850.78700,1400850.78700,,success,2026-04-17T03:11:27+00:00,fresh,
binance,BTCUSDC,BTC,USDC,74634.8,-0.386,37652.882,2806924762.3,2806924762.3,,success,2026-04-17T03:11:28+00:00,fresh,
binance,BTCUSDT,BTC,USDT,74612.70,-0.372,155856.496,11611123433.72,11611123433.72,,success,2026-04-17T03:11:28+00:00,fresh,
binance,BTCDOMUSDT,BTCDOM,USDT,5193.5,-0.599,699.853,3633782.4,3633782.4,,success,2026-04-17T03:11:13+00:00,fresh,
binance,BTRUSDT,BTR,USDT,0.0304900,-0.684,121048054,3656230.6957400,3656230.6957400,,success,2026-04-17T03:11:29+00:00,fresh,
binance,BULLAUSDT,BULLA,USDT,0.0087240,8.292,1400642943,11806810.8422960,11806810.8422960,,success,2026-04-17T03:11:28+00:00,fresh,
binance,BZUSDT,BZ,USDT,92.55000,2.119,1594777.97,147437502.42840,147437502.42840,,success,2026-04-17T03:10:48+00:00,fresh,
binance,CUSDT,C,USDT,0.0776500,2.090,72593726,5572350.0000200,5572350.0000200,,success,2026-04-17T03:11:29+00:00,fresh,
binance,C98USDT,C98,USDT,0.0215,9.137,149590874,3072764.2719,3072764.2719,,success,2026-04-17T03:11:26+00:00,fresh,
binance,CAKEUSDT,CAKE,USDT,1.6010000,0.175,8141370,13055399.6325000,13055399.6325000,,success,2026-04-17T03:11:22+00:00,fresh,
binance,CARVUSDT,CARV,USDT,0.0599600,10.525,28887218,1665527.1449500,1665527.1449500,,success,2026-04-17T03:11:26+00:00,fresh,
binance,CATIUSDT,CATI,USDT,0.0498800,1.879,43718786,2129440.9409700,2129440.9409700,,success,2026-04-17T03:11:26+00:00,fresh,
binance,CCUSDT,CC,USDT,0.1475800,-0.973,43351217,6403324.9161500,6403324.9161500,,success,2026-04-17T03:11:27+00:00,fresh,
binance,CELOUSDT,CELO,USDT,0.085560,2.332,33098617.6,2793494.289106,2793494.289106,,success,2026-04-17T03:11:03+00:00,fresh,
binance,CELRUSDT,CELR,USDT,0.00257,3.213,437478782,1106014.45127,1106014.45127,,success,2026-04-17T03:11:00+00:00,fresh,
binance,CETUSUSDT,CETUS,USDT,0.0213300,4.405,71538749,1512700.1891700,1512700.1891700,,success,2026-04-17T03:11:24+00:00,fresh,
binance,CFGUSDT,CFG,USDT,0.2362000,13.941,115835634,26173591.9911000,26173591.9911000,,success,2026-04-17T03:11:30+00:00,fresh,
binance,CFXUSDT,CFX,USDT,0.0674800,13.450,450522657,28394140.4625600,28394140.4625600,,success,2026-04-17T03:11:30+00:00,fresh,
binance,CGPTUSDT,CGPT,USDT,0.0222500,4.854,61189333,1342893.1664000,1342893.1664000,,success,2026-04-17T03:11:25+00:00,fresh,
binance,CHILLGUYUSDT,CHILLGUY,USDT,0.0116860,-9.614,319733180,3895721.3071310,3895721.3071310,,success,2026-04-17T03:11:28+00:00,fresh,
binance,CHIPUSDT,CHIP,USDT,0.0356900,24.790,553318922,19648707.9468300,19648707.9468300,,success,2026-04-17T03:11:29+00:00,fresh,
binance,CHRUSDT,CHR,USDT,0.0193900,0.466,189728291,3670109.5199100,3670109.5199100,,success,2026-04-17T03:11:27+00:00,fresh,
binance,CHZUSDT,CHZ,USDT,0.04189,-0.309,884904449,37828280.48157,37828280.48157,,success,2026-04-17T03:11:27+00:00,fresh,
binance,CKBUSDT,CKB,USDT,0.0015830,4.765,2036148989,3143224.2042320,3143224.2042320,,success,2026-04-17T03:11:17+00:00,fresh,
binance,CLUSDT,CL,USDT,89.86000,2.241,6227698.87,560899384.25880,560899384.25880,,success,2026-04-17T03:11:21+00:00,fresh,
binance,CLANKERUSDT,CLANKER,USDT,27.54000,0.474,48658.99,1337921.75740,1337921.75740,,success,2026-04-17T03:11:29+00:00,fresh,
binance,CLOUSDT,CLO,USDT,0.1015700,20.572,65658784,6232433.3611700,6232433.3611700,,success,2026-04-17T03:11:29+00:00,fresh,
binance,COAIUSDT,COAI,USDT,0.3856000,-5.513,38229798,15404852.7512000,15404852.7512000,,success,2026-04-17T03:11:16+00:00,fresh,
binance,COINUSDT,COIN,USDT,196.12000,-0.839,104784.30,20514167.41400,20514167.41400,,success,2026-04-17T03:11:22+00:00,fresh,
binance,COLLECTUSDT,COLLECT,USDT,0.0365900,2.235,125623670,4560584.1664700,4560584.1664700,,success,2026-04-17T03:11:26+00:00,fresh,
binance,COMPUSDT,COMP,USDT,24.22,7.073,492110.530,11397614.57,11397614.57,,success,2026-04-17T03:11:28+00:00,fresh,
binance,COOKIEUSDT,COOKIE,USDT,0.0176500,6.070,194928773,3367194.3358000,3367194.3358000,,success,2026-04-17T03:11:27+00:00,fresh,
binance,COPPERUSDT,COPPER,USDT,6.11000,-1.181,533028.9,3269637.74210,3269637.74210,,success,2026-04-17T03:11:14+00:00,fresh,
binance,COSUSDT,COS,USDT,0.0012470,0.972,2229682422,2814859.6284290,2814859.6284290,,success,2026-04-17T03:11:27+00:00,fresh,
binance,COTIUSDT,COTI,USDT,0.01454,3.488,145279993,2102521.19848,2102521.19848,,success,2026-04-17T03:11:26+00:00,fresh,
binance,COWUSDT,COW,USDT,0.1918000,-9.056,27892352,5509373.2645000,5509373.2645000,,success,2026-04-17T03:11:18+00:00,fresh,
binance,CRCLUSDT,CRCL,USDT,105.98000,-0.019,853213.93,89674315.02900,89674315.02900,,success,2026-04-17T03:11:23+00:00,fresh,
binance,CROSSUSDT,CROSS,USDT,0.0767400,3.535,14109564,1066427.9716500,1066427.9716500,,success,2026-04-17T03:11:22+00:00,fresh,
binance,CRVUSDC,CRV,USDC,0.2322000,3.568,53739342.5,12279281.9154500,12279281.9154500,,success,2026-04-17T03:11:00+00:00,fresh,
binance,CRVUSDT,CRV,USDT,0.231,3.125,378491175.3,86457999.190,86457999.190,,success,2026-04-17T03:11:28+00:00,fresh,
binance,CTKUSDT,CTK,USDT,0.1814000,2.370,3109342,558742.0194000,558742.0194000,,success,2026-04-17T03:10:58+00:00,fresh,
binance,CTSIUSDT,CTSI,USDT,0.0387,-9.368,698402490,28183615.3350,28183615.3350,,success,2026-04-17T03:11:25+00:00,fresh,
binance,CVCUSDT,CVC,USDT,0.0310900,2.001,22114416,683887.7265700,683887.7265700,,success,2026-04-17T03:11:27+00:00,fresh,
binance,CVXUSDT,CVX,USDT,1.834000,1.719,770805.5,1395277.899500,1395277.899500,,success,2026-04-17T03:11:24+00:00,fresh,
binance,CYBERUSDT,CYBER,USDT,0.541600,3.319,10353441.8,5654450.889990,5654450.889990,,success,2026-04-17T03:11:25+00:00,fresh,
binance,CYSUSDT,CYS,USDT,0.4413000,6.440,23451644,9695239.0083000,9695239.0083000,,success,2026-04-17T03:11:22+00:00,fresh,
binance,DUSDT,D,USDT,0.0103500,-19.674,1339321941,14882683.7914270,14882683.7914270,,success,2026-04-17T03:11:23+00:00,fresh,
binance,DAMUSDT,DAM,USDT,0.0458900,-8.421,29731340,1401252.1492300,1401252.1492300,,success,2026-04-17T03:11:26+00:00,fresh,
binance,DASHUSDT,DASH,USDT,36.76,-4.296,1056019.049,39382185.60,39382185.60,,success,2026-04-17T03:11:29+00:00,fresh,
binance,DEEPUSDT,DEEP,USDT,0.0314800,2.141,108886240,3469597.2204400,3469597.2204400,,success,2026-04-17T03:11:26+00:00,fresh,
binance,DEGENUSDT,DEGEN,USDT,0.0007737,2.694,1199956879,921731.9622192,921731.9622192,,success,2026-04-17T03:11:29+00:00,fresh,
binance,DEGOUSDT,DEGO,USDT,0.2828000,0.106,10587494.5,3000373.4833800,3000373.4833800,,success,2026-04-17T03:11:28+00:00,fresh,
binance,DENTUSDT,DENT,USDT,0.0001614,1.509,22055534554,3554649.1793209,3554649.1793209,,success,2026-04-17T03:11:29+00:00,fresh,
binance,DEXEUSDT,DEXE,USDT,11.151000,-4.300,1223027.38,13895317.554060,13895317.554060,,success,2026-04-17T03:11:29+00:00,fresh,
binance,DIAUSDT,DIA,USDT,0.1865000,5.846,6039978,1100221.0308000,1100221.0308000,,success,2026-04-17T03:11:26+00:00,fresh,
binance,DODOXUSDT,DODOX,USDT,0.0178540,3.772,46698605,823673.7855280,823673.7855280,,success,2026-04-17T03:11:27+00:00,fresh,
binance,DOGEUSDC,DOGE,USDC,0.097830,1.504,737843275,71889189.074900,71889189.074900,,success,2026-04-17T03:11:30+00:00,fresh,
binance,DOGEUSDT,DOGE,USDT,0.097810,1.505,10267104728,998302533.964700,998302533.964700,,success,2026-04-17T03:11:28+00:00,fresh,
binance,DOGSUSDT,DOGS,USDT,0.0000336,8.387,330752266432,11304432.0279810,11304432.0279810,,success,2026-04-17T03:11:27+00:00,fresh,
binance,DOLOUSDT,DOLO,USDT,0.0345200,3.477,45100003,1522940.2747500,1522940.2747500,,success,2026-04-17T03:11:28+00:00,fresh,
